KCAL	SODI	SUGR	FF	TFAT	PFAT	CHL	ATOC	ATOA	VARA	ACAR	BCAR	CRYP	LYCO	LZ	IRON	VB2	NIAC	FDFE	VB12	B12A	VC	VD	CALC	PHOS	POTA	COPP	CAFF	THEO	ALCO	MOIS	S140	S100	S120	M161	M201	M221	P226	P225
1610	1942	131.26	93	53.945	10.4145	167.55	5.03	0	162.5	0	92.5	8	2398.5	68.5	5.99	0.8425	12.57	266.5	1.785	0	7.05	1	251.5	644	1152	0.452	211	0	22.35	2408.795	1.504	0.34	0.4005	0.7155	0.226	0.007	0.0055	0.014
2111	2401.5	98.61	166.5	96.45	28.8925	279.25	8.025	0.03	241.5	27	248.5	52	1043.5	410	8.995	1.1545	19.017	320	3.34	0	86	3.4	1023	1068.5	2568	0.932	0	0	0	4239.92	1.4515	0.292	0.317	0.9	0.4665	0.0645	0.023	0.0175
1484.5	1981.5	112.96	64.5	50.285	9.235	190.85	4.225	0	603	8	225.5	28	1159.5	324.5	8.405	2.2915	13.3055	358	4.47	1.225	24.5	8.7	1249.5	1258	1724	0.5925	18	98.5	0	1089.005	2.386	0.6235	0.7915	0.604	0.1345	0.006	0.002	0.0175
1147.5	1324	110.26	45.5	34.75	5.2445	209.2	2.66	0	648.5	1	155	1.5	3139	197.5	3.265	1.4545	8.137	141.5	4.875	0	81	9.15	1152.5	1155.5	2129.5	0.2785	29	2.5	0	1400.485	1.913	0.4915	0.57	0.441	0.1085	0.0035	0.0015	0.0125
1020.5	2920	11.95	208.5	50.22	14.5335	274.4	5.64	0	688	64.5	6134.5	4	641	6489	6.39	2.265	42.102	218	11.03	4.78	140.7	16.6	929	1250	1984.5	0.689	72	0	0	3470.965	1.537	0.3295	0.391	0.7495	0.773	0.0845	0.483	0.0765
2537	3563.5	180.705	119.5	111.865	36.5315	280.4	19.67	9.555	968.5	19.5	965.5	17.5	9139.5	801.5	22.44	2.5005	28.3435	581.5	8.92	3.475	27.75	4.45	889.5	1316.5	2095	1.0075	82.5	154	0	1541.05	1.5955	0.2305	0.2795	1.372	0.3185	0.031	0.013	0.007
1911	2559	106.185	240.5	61.355	12.189	422	5.51	0.035	441.5	5.5	399	28	7123.5	821.5	13.115	2.5095	26.2835	485	4.19	0	53.65	8.3	1222.5	1578	2453	1.095	18.5	49	0	1525.84	2.1495	0.531	1.715	0.7355	0.6625	0.0025	0.046	0.0235
1271.5	1907	81.945	167.5	54.125	7.005	256.75	5.48	1.18	422.5	23.5	559	91	2996	956.5	6.765	1.2795	7.307	247	2.365	0.37	84.35	2.7	759	845.5	1398	0.668	18	46	0	1512.01	2.455	0.5725	0.6355	0.986	0.149	0.0375	0.0335	0.016
1289	1234	84.455	174.5	46.53	8.3405	209.35	4.235	0	492.5	718	2176	113	5436.5	414	6.79	1.1885	10.545	267	3.02	0	51.6	4.35	676.5	925	1942	0.7355	3	37	0	1366.96	1.556	0.5895	0.4675	0.5165	0.1195	0.0075	0.003	0.0055
2073	3091.5	136.205	509.5	80.645	13.9345	396.1	5.175	0	3034	7.5	228	8.5	2528	167.5	18.55	2.5485	24.338	771	14.685	0	33.9	0.95	581	1266	1680	1.396	95	125.5	0	3589.52	3.3665	0.916	3.145	0.9775	0.1785	0.01	0.009	0.018
1619	2207.5	86.73	142	61.825	10.0385	280.15	6.675	1.74	796	19	685	21.5	811	1140	20.045	2.118	27.2575	535	8.94	3.75	140.3	6.9	1028.5	1080	2465	1.1835	0	0	0	1824.05	1.993	0.322	0.9115	1.0835	0.167	0.0075	0.0015	0.0295
3324	5320	172.245	342	149.05	22.8305	396.7	9.655	0	1558	182.5	3489	704.5	3770.5	3225.5	27.98	3.165	23.9035	557	5.47	0	204.5	4.15	2305	2298	4369	1.8055	431.5	27.5	0	3822.5	7.7495	2.065	2.293	2.382	0.467	0.04	0.0195	0.051
3257.5	4305.5	225.765	211.5	137.735	33.394	391	10.15	0	594	17.5	296	66.5	1475.5	825.5	20.705	2.151	37.207	813.5	6.295	2.67	86.25	6.25	830	1848	3536.5	1.149	215.5	50	0	2659.645	1.9015	0.345	0.407	1.6315	0.7345	0.0545	0.0185	0.0275
2210.5	2193	223.03	210.5	56.53	13.053	226.8	10.505	2.43	391.5	198.5	900.5	667.5	16510	1063.5	16.02	2.0215	19.3475	453	1.115	0.13	185.55	1.65	723	896.5	2947	1.6535	288.5	139.5	0	3394.08	0.7835	0.183	0.254	0.337	0.08	0.0075	0.0105	0.0055
2538	5345	131.435	206	109.325	23.414	361.6	7.86	0.12	342	51	722.5	77	3685.5	533	16.955	1.731	21.463	481.5	3.415	0	91	3.3	837	1496	2129.5	1.0375	20	25	0	1116.86	2.4185	0.5075	0.5905	1.5495	0.5415	0.01	0.055	0.038
1573.5	2779	35.895	103.5	73.825	14.999	105.15	10.155	0	313	5	418.5	30.5	3811.5	402.5	7.785	1.093	10.3035	401.5	1.39	0	105.95	0.55	1081.5	932.5	1356.5	1.2	36	0	0	5507.025	2.561	0.658	0.783	0.6045	0.515	0.018	0	0.009
2062	3221.5	103.235	114.5	92.215	20.0665	242.8	11.945	6.97	800.5	41.5	396.5	15.5	1057	196	19.535	3.1545	24.1895	569.5	6.215	3.095	83.35	5.65	958	1394.5	2515.5	0.907	251	37.5	34.8	2544.1	4.3915	1.0005	1.153	1.2805	0.189	0.0595	0.002	0.0105
828	1055	37.34	86	17.71	4.7875	57.25	4	2.215	146	51	245	7	0	176	10.34	0.7755	9.596	395.5	1.68	1	32	2.7	563.5	479.5	1017.5	0.471	0	0	0	677.63	0.372	0.096	0.119	0.1345	0.041	0.0015	0.001	0
2598	2448.5	113.665	493.5	102.595	41.6865	287.7	11.735	0	751.5	1171	6634.5	13	3106	2356.5	22.18	2.2845	31.4125	789.5	1.125	0	169.7	2.05	680	1994	4656	3.427	14.5	30	0	2456.35	1.3165	0.367	0.5845	0.39	0.4545	0.002	0.0015	0.004
1950.5	3066.5	62.255	181	83.805	11.2835	238.65	5.265	0	412	5.5	651	6.5	16496	342	19.36	1.7775	28.664	727	7.83	1.82	13.1	1.9	912.5	1218	1806.5	0.831	32	0	0	1030.91	3.3935	0.4345	0.4355	1.885	0.201	0.0335	0.003	0.026
1796.5	3257.5	80.995	151.5	75.745	16.7715	303.6	7.125	0	548	69.5	468	328.5	4646	926	18.005	2.005	24.8225	634.5	5.745	2.18	139.6	5	910.5	1160	1693	0.63	1	28.5	0	869.595	2.153	0.4955	0.571	1.3285	0.313	0.0215	0.036	0.027
2426.5	3785	97.615	154.5	103.215	25.4465	263.4	24.685	16.275	1388.5	885	2636.5	99	3041.5	1147.5	17.095	2.849	31.277	724	5.74	1.31	102.45	5.75	1321	1763.5	2488.5	1.201	6.5	60.5	0	1473.84	2.5045	0.527	1.1815	1.0855	0.3885	0.0155	0.017	0.0185
2670	3951	172.55	145	109.77	25.05	499.7	10.25	0.04	975.5	22	322	41	3257.5	1179	21.725	3.151	30.223	707.5	8.65	3.76	58.05	9.7	1466	2026	2504	0.86	62.5	111.5	0	1372.25	3.305	0.8615	2.4165	1.036	0.313	0.011	0.056	0.028
1521	2505	54.545	206.5	70.965	16.733	452.25	5.975	0	385	219	2045	33	1659.5	3280	11.255	1.462	23.9955	339	3.365	0	133.5	2.6	580.5	1234	2467	0.9275	58	7	0	2537.745	0.912	0.1315	0.1455	1.5735	0.323	0.0085	0.048	0.0175
3462	5441	133.655	613	157.105	31.2175	878.5	18.015	0	1133.5	41	509.5	253.5	180.5	1873.5	27.785	3.618	42.4865	943	6.545	1.335	98.25	11.35	1479.5	2832.5	4718	2.3975	58.5	4	0	2622.02	4.378	1.1285	1.216	2.233	0.637	0.031	0.1255	0.0325
1073.5	2090.5	63.935	83	37.53	9.468	188.8	2.715	0	240	46	740.5	0	5410.5	346	6.635	1.9615	20.592	216.5	1.725	0	4.65	1.3	388.5	739	1806.5	0.5745	504	0	0	3619.845	0.74	0.153	0.168	0.655	0.1515	0.0225	0.0015	0.0055
2491	2937.5	251.4	168	76.54	16.217	351.55	11.435	6.77	856	38.5	746.5	137.5	1.5	637.5	26.3	2.6285	33.7235	914.5	9.805	5.295	289.25	9.15	1164.5	1496	3176.5	1.458	25	62.5	0	2416.545	1.499	1.131	0.354	0.8145	0.206	0.0095	0.0025	0.0265
1776.5	2476.5	80.375	130	83.64	11.3655	174.55	4.12	0	76	8.5	98	1	2392.5	242.5	9.375	0.993	18.246	269.5	4.395	0	11.75	1.2	592.5	803	1365.5	0.421	0.5	5.5	0	827.645	2.0805	0.1855	0.25	1.678	0.288	0.041	0.0025	0.031
2612	3078	152.805	215.5	97.54	23.772	375.65	10.15	0	616.5	732	1978.5	36.5	0.5	1175	13.765	2.787	28.39	682.5	2.05	0	104.3	2.7	965.5	1371	3118.5	1.271	523.5	79	0	4385.065	3.1755	0.821	1.076	1.288	0.3165	0.0095	0.0335	0.0225
3229	4962	127.825	283	143.14	29.784	348.65	10.21	0	238	0.5	417	4.5	6555	373	19.57	2.657	40.879	815.5	6.315	0	13.7	1.65	1665	1984	3449	1.3415	327.5	168.5	0	2739.38	3.702	0.71	1.8275	1.8275	0.607	0.0865	0.012	0.055
963.5	1102.5	70.95	95.5	28.375	7.289	103.85	13.205	8.54	782	1156	3143	92.5	4872	869.5	10.89	1.168	15.6725	169	4.105	3.545	74.35	7.2	1165.5	641.5	1407.5	0.594	0	0	0	1115.675	0.396	0.0965	0.114	0.6425	0.0625	0.002	0.0025	0.0055
1621	2772	108.88	176.5	50.645	13.6675	319.2	5.835	0	1254.5	847.5	2684.5	206	6366	967	19.95	3.728	24.7015	813	19.63	3.64	151.9	10.95	1552.5	1923	3742.5	1.186	494.5	35	0	4217.03	1.2495	0.3595	0.582	0.3095	0.095	0.003	0.013	0.0145
1934.5	3306.5	49.57	180.5	58.195	19.422	331.55	7.54	0	235.5	71.5	918	7	15324	1208	9.105	1.617	22.898	351.5	1.895	0	168.1	1.15	366.5	879.5	2478	0.893	320.5	2	35.1	3423.875	0.6565	0.11	0.129	0.7815	0.174	0	0.0115	0.014
1145	2332.5	83.15	46	40.465	6.1565	157.45	2.275	0	539.5	21	348	11	206	531.5	7.76	1.586	11.1715	284	4.395	1.25	74.5	7.7	1396	1158	1524.5	0.33	0.5	6.5	0	1169.795	2.428	0.605	0.7385	0.5045	0.0725	0.003	0.0015	0.013
2290	3717.5	151.02	103.5	85.43	12.374	397.8	4.85	0.99	1026.5	0.5	242.5	4	9107.5	358	29.545	2.575	29.824	860	10.055	2.55	51.85	8.9	1356.5	1804.5	2990	1.3705	18.5	14	0	2143.305	4.7455	1.118	4.824	1.4565	0.1835	0.0025	0.0125	0.015
2546.5	5739.5	100.035	215	111.39	24.135	334.45	9.845	0	647.5	93.5	2164.5	175.5	14174.5	1223	15.985	2.1865	26.474	467.5	3.03	0	127.05	1.8	1650	1917	2772.5	1.3245	33	0	3.5	4215.815	4.3895	1.025	1.1965	1.718	0.3495	0.0065	0.0225	0.0345
1716	2486.5	139.78	119.5	53.355	17.7805	184.75	5.015	0.02	399.5	112.5	383.5	362.5	0	613	11.87	1.341	18.641	351.5	4.165	0.9	149.05	5.15	673.5	1060	1686	0.8275	1.5	15	0	1729.8	0.497	0.1085	0.1375	0.314	0.162	0.01	0.1615	0.0395
1499	1603.5	85.03	87	58.56	13.6575	157.1	7.355	0	343.5	9	41	0.5	0	273	11.89	1.483	21.181	409.5	5.22	2.405	51.9	4.85	518	790	1904	0.4565	0	0	0	731.295	1.5385	0.3525	0.686	0.544	0.295	0.012	0.002	0.0145
3320.5	4924	113.395	452.5	136.12	27.185	232.65	10.445	0	779.5	933.5	3047	3	13385.5	2295.5	26.36	2.961	38.5605	1076	2.08	0	113.75	2.25	1433.5	1643	3392	1.698	39	28.5	0	2298.17	4.9195	1.3325	1.461	1.29	0.382	0.0065	0	0.008
1943	4491	58.195	332.5	75.045	14.9555	382.25	9.035	0	479.5	35.5	661	27	12098	936	13.62	4.0185	40.136	640.5	6.14	3.58	39.85	3.05	1189.5	1609.5	2579	1.0125	493.5	36.5	0	3132.745	2.3585	0.588	1.141	0.794	0.6925	0.034	0.0495	0.02
2621	2834	284.185	167.5	79.465	19.2885	479.1	7.615	0	502.5	803.5	1944	236.5	1748	1044	12.4	1.6115	20.143	365.5	2.94	0	42.15	3.5	820.5	1388.5	3344	1.293	87.5	19.5	3.6	1528.685	1.7165	0.366	0.4225	1.471	0.371	0.014	0.087	0.024
2273.5	2462	205.75	171.5	78.11	16.677	216.45	8.72	1.645	1051.5	69	917.5	184.5	19.5	1695	12.785	2.4985	20.275	436.5	3.195	0.725	171.15	5.4	1208	1319.5	2614.5	0.978	7.5	89.5	0	2147.12	3.376	0.8545	0.9405	0.6685	0.191	0.0105	0.0015	0.007
2536	3464	80.81	117.5	119.31	25.646	360.8	8.26	0	632.5	6.5	492	30.5	3793	798	13.96	2.0665	14.351	480.5	3.345	0	96.1	5.6	1758	1879	1886	1.0115	9.5	112.5	0	1139.11	5.096	1.1985	1.4465	1.2215	0.254	0.005	0.0595	0.0305
1907	3847	42.36	192.5	87	15.809	365.3	15.055	3.4	913.5	89	1443.5	45.5	2674	1660.5	16.065	4.379	47.2775	552.5	10.81	7.78	61.6	9.2	1977	1665.5	2033	1.556	75.5	0	7	3595.54	2.996	0.608	0.6115	1.3865	0.3705	0.057	0.0395	0.024
1871	3053.5	105.89	212	67.605	13.2055	327.7	4.64	0	535.5	36.5	1410.5	80.5	0	379	12.28	1.8405	17.697	559	3.405	0	116.9	6.3	1068.5	1209.5	2490	0.9845	9.5	77	0	1960.855	2.6875	0.7765	3.0805	0.9195	0.1665	0.0045	0.0245	0.0125
1197.5	1853.5	54.34	73.5	45.6	13.4045	193.5	4.05	0	176	1	161	4	33.5	145.5	4.29	0.4235	7.4515	151.5	3.44	0	27.15	2.45	248	667.5	1412.5	0.7135	45	0	12.4	914.49	1.6385	0.513	1.988	0.37	0.1785	0.0065	0.218	0.032
1300.5	2734.5	47.515	94	56.3	18.1185	150.8	11.25	0	164.5	7.5	370.5	87	4940	290.5	7.875	1.028	12.085	199	2.71	0	12.85	1.75	481.5	832.5	1206.5	0.5365	5	27	0	1278.225	0.8945	0.181	0.2195	0.3535	0.1755	0.0065	0.1005	0.0175
2055.5	3609	94.755	202.5	62.875	10.747	130.8	7.32	0.14	460.5	182.5	1754	48.5	10105.5	1868.5	14.995	1.5995	15.8475	427.5	2.61	0	72.45	1.8	1300.5	1163	1812.5	1.3535	85.5	1.5	23.35	3289.72	2.5745	0.6945	1.1665	0.596	0.1575	0.0545	0	0.0045
1259.5	2319	37.295	129.5	54.75	18.4865	116.2	19.045	14.16	762.5	20	655.5	12.5	8314.5	328	12.41	1.9485	24.5155	565	3.975	2.48	117.75	0.25	709.5	807.5	968	1.039	126	59	0	2448.84	1.2935	0.277	1.498	0.3475	0.258	0.0225	0.0015	0.0075
1436	5287.5	40.185	209	48.605	7.587	483.4	4.81	0	547	461.5	4511.5	206.5	825	1363.5	10.735	1.283	18.2045	469	9.77	0	87.65	3.75	658.5	1285	2775.5	0.9625	0	0	0	2679.155	1.175	0.1795	0.211	1.0915	0.2455	0.007	0.163	0.0495
2803.5	5354.5	69.99	378	79.27	26.534	547.5	8.955	0	657.5	761.5	3513.5	243	449.5	1778.5	21.44	2.17	31.057	1075	4.475	0.65	175.35	3.6	899.5	1688	3594	2.028	0	0	16.25	3112.44	0.8975	0.3485	0.236	0.819	0.299	0.0105	0.1335	0.0305
1204.5	2904	125.885	230.5	21.91	7.7375	145.7	3.4	0	299.5	710	2266	32	1682.5	1173	8.955	1.05	10.5785	400	1.865	0.675	76.3	0.9	363	566.5	1908.5	1.046	154.5	0	0	2710.32	0.286	0.0725	0.091	0.134	0.0535	0	0.0285	0.0045
1095	1204.5	85.635	80.5	38.165	8.8285	150.9	5.26	0.065	248	20.5	473	63.5	13631.5	316.5	7.91	1.2695	9.455	247	3.625	0.37	94.15	6.65	765	833.5	2078.5	0.492	5	37.5	0	1097.66	1.59	0.4295	0.4975	0.3175	0.0965	0.0135	0.034	0.019
1450	2595.5	40.305	95	79.14	14.8985	217.45	5.855	0	731.5	1309	3282	2.5	1033	851	8.9	2.051	26.7715	145.5	3.195	0.495	19.7	0.85	789	926.5	1762	0.8865	217.5	45	10.25	3408.89	3.4195	0.6795	1.89	1.495	0.213	0.0105	0.003	0.0155
1341.5	1910	105.78	111	43.715	7.3745	181.1	3.875	0	505.5	211	1483	131	2648	559.5	7.97	1.5995	14.3835	332	3.88	1.25	127.05	6.65	938	918.5	1859.5	0.634	65	9	0	1011.72	1.9415	0.3765	0.6375	1.01	0.125	0.003	0.001	0.003
1251.5	1764	49.475	89.5	71	15.6385	122.05	14.695	0	113.5	12.5	241.5	1	1479	107	7.11	1.4865	9.6975	164.5	1.745	0	6.05	0.5	872	776.5	1172.5	1.4555	145.5	43.5	7	6656.68	1.9125	0.2655	0.223	0.933	0.0845	0.0015	0.001	0.007
612.5	1042.5	29.77	41	25.015	7.2845	46.65	2.125	0	223.5	409	1005.5	14	0	322	4.085	0.375	6.6375	132	0.6	0.3	28.65	0.25	190.5	349	556.5	0.2395	0	0	0	717.905	0.4275	0.1065	0.4485	0.3825	0.096	0.004	0.0015	0.004
2404	4066	108.43	313	103.1	32.3525	390.8	12.01	0	458	217.5	985	59	1671	612	19.17	1.976	25.027	610	4.255	0.61	15.75	3.95	700.5	1316.5	3193.5	1.3955	130.5	27	0	3074.55	2.08	0.466	1.914	1.03	0.5805	0.028	0.035	0.0245
1288.5	2819.5	65.935	300.5	46.645	12.4435	185.55	7.145	0	436.5	685	2294	226.5	17802.5	787	10.705	1.3185	11.8775	405	1.65	0	110	3.2	802	1033	2737.5	1.207	134	11	0	3127.22	1.511	0.445	1.7405	0.2865	0.122	5e-04	0.0055	0.004
1407	1815	73.13	99	45.23	12.224	134.25	6.125	0	708.5	53	705.5	26	8463	1571.5	21.545	2.0695	26.36	730.5	6.97	4.88	39.85	5.95	590.5	808.5	1319	0.5295	0	0	0	1326.015	1.6065	0.5095	0.512	0.276	0.1075	0.0025	5e-04	0.003
2130.5	2155	219.665	440.5	56.745	17.543	288.85	21.17	4.72	1447.5	4883.5	14091	54.5	1870	3056.5	13.735	1.548	14.07	479	2.61	0	426.05	0.75	979	1517	4293	1.8075	0	0	0	4266.845	1.105	0.24	0.256	0.9215	0.1845	0.01	0.003	0.014
3356	3458	233.635	230.5	119	21.941	580.05	12.735	3.89	1338.5	21	406.5	110.5	1164.5	703.5	26.795	3.0685	28.525	1056	7.085	0.415	110.65	12.75	2577	2407.5	3756	2.3295	14	300	0	3031.705	4.9575	1.1655	2.186	1.1135	0.339	0.0155	0.05	0.0165
2091.5	3771.5	71.415	180	113.485	25.7155	322.3	7.255	0	351	221	834	17	3748	519	8.52	1.5185	22.2725	382	2.725	0	27.35	2.9	955	1427	1800	0.6175	3.5	26.5	4.85	945.535	2.6125	0.595	1.248	2.13	0.4575	0.027	0.0295	0.0265
731.5	976	10.935	111	39.305	10.5965	208.85	4.54	0	134	0	56	5	1025.5	314.5	5.225	0.7275	14.783	137	1.175	0	1.75	1.35	253.5	577.5	1007.5	0.593	80.5	0	0	1345.45	0.2965	0.0815	0.435	0.369	0.287	0.032	0.033	0.009
1639.5	3121	77.91	236	62.47	15.3	573.4	7.725	0	812.5	454.5	1931.5	142.5	3566	1805.5	20.225	1.5345	27.724	270.5	5.055	0	162.15	8.25	580	1477.5	3269.5	1.2935	102	12.5	0	2983.77	0.5555	0.091	0.0905	1.742	0.448	0.028	0.2875	0.0445
1236	1467.5	65.335	309	36.59	5.8605	157.05	6.13	0.795	341	639.5	1630	26.5	0	809.5	9.765	1.027	12.165	490	1.91	0.085	78.5	3.6	672.5	975	2420	1.239	11	25.5	0	3053.735	1.2785	0.349	1.0595	0.465	0.0965	0.003	0	0.0055
1973	2490	175.78	159	59.095	9.489	211.65	5.41	0.02	655.5	119.5	741.5	396	10141.5	722	13.01	2.0745	20.2655	500.5	5.925	1.12	141.65	6.35	1281.5	1347.5	2709.5	0.7605	3.5	26.5	0	1576.98	2.425	0.519	0.7085	0.8835	0.276	0.004	0	0.008
2013.5	4025	104.13	108.5	97.56	19.943	208.25	6.66	0	623	22	270	78	484.5	175.5	8.935	1.474	21.7805	374	2.135	0	75.55	3.2	940.5	1120.5	1948.5	0.7795	98	0.5	0	2799.895	3.3095	0.8405	0.944	1.9275	0.3125	0.012	0.004	0.017
1428.5	2728	91.535	96.5	59.165	17.0275	154	6.95	0.1	232	119	238.5	55	2221.5	737.5	7.23	1.072	13.8155	245	2.23	0.205	83.3	2.95	575	933	1703.5	0.582	49	8	0	1610.055	1.725	0.4525	1.3835	0.4765	0.1935	0.012	0.032	0.0155
1194.5	1852.5	63.99	86.5	55.8	19.003	99.5	3.1	0	150	376.5	743	3	1915.5	140	4.56	0.466	9.904	251	0.755	0	21.65	0.1	244	518.5	989	0.35	12.5	22	0	764.75	0.829	0.176	0.199	0.707	0.24	0.0195	0.003	0.0075
1148	1931	41.165	169	27.57	8.499	313.95	8.135	0	259	529	1108.5	55.5	782.5	1287.5	6.34	0.8405	10.8605	196	1.88	0	70.8	1.8	365.5	779	2914.5	1.152	0	0	0	2794.6	0.3845	0.106	0.11	0.297	0.112	0.021	0.3505	0.0525
1708.5	3344.5	93.585	528.5	48.06	13.149	199.25	8.74	0	781	527	6940	19	13441.5	10665	15.655	1.43	14.764	944.5	1.75	0	100.45	3.55	923.5	1085.5	3047.5	1.5525	36	3.5	0	3191.755	1.733	0.509	1.7325	0.385	0.1125	0.0025	0	0
2966.5	4019.5	101.32	229	125.595	30.7875	442.85	15.99	0	337.5	85	1887.5	17	17668	987.5	17.625	1.936	35.9565	543.5	5.985	0	21.15	1.8	664	1446	2949	1.87	44	329	50.4	3292.33	2.2225	0.379	0.6935	2.0435	0.5175	0.0635	0.0355	0.039
1824.5	4516	72.29	196.5	87.53	22.452	280.15	6.265	0	143.5	226.5	759	3.5	3242	622	17.7	1.2945	20.8325	325	2.185	0	55.35	1.8	428	926	2150.5	0.77	227	5	10.25	1774.255	1.3325	0.171	0.3025	1.242	0.2915	0.023	0.006	0.01
2340	3574	99.49	285	88.115	29.905	471.3	11.885	0	829	98	7623	109.5	375.5	3098	16.78	1.793	32.7645	388.5	4.47	0	203.55	5.4	1204.5	1729	3715	1.6135	1	40.5	0	4176.585	0.512	0.1075	0.157	1.035	0.29	0.018	1.159	0.3045
1584.5	2345	81.205	113.5	65.15	20.544	322.9	6.915	0	339.5	301	1751	22.5	5537.5	947	7.475	1.4995	17.167	258	1.235	0	124.5	1.7	356	825.5	1761	0.7635	244	12	0	2973.51	0.678	0.1195	0.456	1.0395	0.2755	0.0025	0.049	0.016
1098.5	1703.5	50.59	55	54.335	4.8075	109.9	1.8	0	576	16	620.5	20	1934	529.5	11.415	1.504	12.09	339.5	4.075	1.84	24.3	3.25	1109	855	1142.5	0.506	3.5	41	0	1714.9	3.9055	0.719	0.7035	1.1115	0.075	5e-04	0	0.007
721.5	1685.5	50.855	89	28.91	10.5465	103.65	2.73	0	225.5	739.5	2153.5	26	983	338	3.2	0.457	10.0465	152.5	0.365	0	100.4	0.1	299	394.5	1236	0.527	0	0	0	2932.27	0.308	0.0655	0.5775	0.3975	0.1305	0.01	0.0055	0.0055
2146.5	3710	79.005	171.5	88.655	19.3025	221.4	6.26	0	267.5	2	177.5	5	3076.5	249.5	14.15	1.8535	24.9175	479.5	3.255	0	6.65	4.65	949.5	1283.5	1940.5	0.8695	2	22	0	807.26	2.861	0.6775	0.762	1.2625	0.396	0.011	0.003	0.02
1968	3011.5	122.015	136.5	69.865	14.943	284.7	5.975	0.035	279	36	608	68.5	14673	523	11.865	1.924	24.207	447	4.41	0	132.55	6.7	1435	1453.5	2872.5	0.9675	146	23	0	1807.25	2.8205	0.7245	2.222	0.8645	0.148	0.02	0.003	0.0155
1155.5	1711.5	62	106.5	33.56	9.573	167.95	3.17	0	132.5	9.5	93	44.5	821.5	217.5	7.305	0.8735	14.047	262	0.975	0	43.7	1.6	375	827.5	1053.5	0.606	35	28	0	983.775	0.6715	0.1835	0.188	0.5125	0.084	0.0035	0.019	0.011
982	1613	59.8	107.5	32.585	7.3395	109.1	2.65	0.05	124.5	60.5	313	71.5	1685.5	462	5.035	0.467	6.521	138	1.365	0	127.1	0.3	343.5	574.5	1311	0.5105	0	0	0	997.56	1.067	0.221	0.3125	0.5065	0.0945	0.0065	0.003	0.009
2491	2369.5	213.485	199.5	58.71	8.1065	291.45	4.285	1.69	391	0	251	0	5205	77.5	11.135	1.1585	17.567	543	3.585	0.755	17.9	2.05	892.5	1235	1483	0.924	168	0	55.8	3638.955	2.33	0.46	0.5295	1.121	0.1975	0.042	0	0.0255
1353	1994.5	41.21	72.5	48.885	12.643	108.45	4.355	0	135.5	41	259	27.5	1685.5	293.5	8.43	1.004	12.867	272	0.585	0	17.5	0.3	543.5	940	1279	0.694	55	9.5	0	1500	1.01	0.264	0.4065	0.823	0.127	0.001	0	0.005
2267.5	3519	106.74	171	106.39	19.2665	340.7	6.035	0	641	572	1569	2.5	4115.5	441	10.49	1.699	20.037	445.5	3.32	0	26.2	3.2	831	1195.5	1975	0.8015	7.5	33.5	0	1596.38	3.888	0.8855	1.0045	2.074	0.5005	0.029	0.021	0.023
1013.5	1543.5	58.07	124	40.25	7.6735	211.15	5.24	0.42	689.5	944.5	2727	5.5	5732.5	1546	13.125	1.404	13.878	308	4.325	1.22	64.1	6.05	1058	1019.5	1903.5	0.613	0	0	0	1051.185	2.1515	0.5865	0.678	0.4875	0.0975	0.001	0.0145	0.0165
1555	1876	85.77	265	52.85	7.445	252.55	5.28	0	408.5	72	1987.5	100.5	11263	513	10.49	1.3945	15.6255	540.5	2.9	0	70.95	0.95	826	806	2110.5	1.0285	156	0	8.2	4766.765	2.315	0.477	0.5525	1.126	0.161	5e-04	0.014	0.006
565	1086	7.85	66.5	39.52	15.353	186.05	4.24	0	272.5	82.5	1389	5.5	1749.5	901	3.16	0.527	5.7145	77	0.805	0	17.55	1.45	151.5	318.5	790	0.381	2	0	0	1418.205	0.419	0.107	0.121	0.3375	0.1165	5e-04	0.0335	0.0065
1796	2978	48.715	183	103.945	24.7955	590.1	12.69	0	741	75	640.5	54.5	6230	1301.5	12.71	2.3085	23.1905	412.5	3.98	0	63.5	6.55	964.5	1332.5	1932	1.01	16	0	0	2594.885	1.469	0.307	0.349	1.109	0.5785	0.0345	0.1075	0.0215
2169.5	2626.5	171.755	310.5	80.425	18.5855	325.1	10.265	0	626	44	2690	692.5	38158	1038.5	17.935	1.796	18.577	585	4.03	1.87	128.9	5.35	864	1168.5	3204.5	1.6745	43.5	0	0	3215.985	1.8045	0.396	0.49	1.475	0.204	0.0055	0.067	0.0095
934	1785.5	36.525	337.5	27.52	6.6755	255.25	5.78	0	745	70	7186.5	43.5	0	15110	10.675	1.035	20.394	445.5	5.955	0.395	114.35	16.45	596	921	2739	0.9805	126.5	7.5	0	2860.12	0.68	0.1115	0.3995	0.522	0.687	0.069	0.478	0.071
1797	3361.5	62.73	207.5	74.87	18.943	219.85	7.38	0	246	14.5	1554.5	18.5	270.5	913	13.01	1.788	26.1255	451.5	1.39	0	18.8	0.9	732.5	1255.5	2073	1.0305	205.5	10.5	0	2143.195	1.6085	0.4195	1.483	0.592	0.2435	0.0085	0.006	0.0145
1915	2783	100.93	107.5	79.525	11.3715	259.95	4.745	0	510	9	229.5	2	3951	257	13.005	1.933	25.5915	420.5	6.2	1.265	23.25	2.3	881.5	1422.5	2089	0.593	1.5	12	0	891.035	3.1085	0.7165	0.8125	2.385	0.2145	0.011	0.003	0.016
